prefecture-level city,Prefecture level city code,year,province,Local general public budget expenditures_Ten thousand yuan_Citywide,Education expenditure_Ten thousand yuan_Citywide,education level spending
Yulin City,450900,2011,Guangxi Province,1597300,400175,0.25053215
Yulin City,450900,2012,Guangxi Province,1926529,505498,0.26238795
Yulin City,450900,2013,Guangxi Province,2069458,519454,0.25100968
Yulin City,450900,2014,Guangxi Province,2336486,588105,0.25170491
Yulin City,450900,2015,Guangxi Province,2842615,727493,0.25592386
Yulin City,450900,2016,Guangxi Province,3175494,817308,0.2573798
Yulin City,450900,2017,Guangxi Province,3507082,873515,0.24907174
Yulin City,450900,2018,Guangxi Province,3679579,877476,0.23847185
Yulin City,450900,2019,Guangxi Province,4191671,927419,0.22125281
Yulin City,450900,2020,Guangxi Province,4231915,958926,0.22659387
Yulin City,450900,2021,Guangxi Province,3757627,947478,0.25214796
Baise City,451000,2003,Guangxi Province,269959,63299,0.23447635
Baise City,451000,2004,Guangxi Province,307123,73825,0.24037601
Baise City,451000,2005,Guangxi Province,373574,85505,0.2288837
Baise City,451000,2006,Guangxi Province,491820,110534,0.22474483
Baise City,451000,2007,Guangxi Province,676443,139331,0.20597597
Baise City,451000,2008,Guangxi Province,876909,186797,0.21301754
Baise City,451000,2009,Guangxi Province,1114616,215869,0.19367118
Baise City,451000,2010,Guangxi Province,1376738,268268,0.1948577
Baise City,451000,2011,Guangxi Province,1633973,327258,0.2002836
Baise City,451000,2012,Guangxi Province,2148507,510536,0.23762361
Baise City,451000,2013,Guangxi Province,2316889,473133,0.20421047
Baise City,451000,2014,Guangxi Province,2611288,498241,0.19080278
Baise City,451000,2015,Guangxi Province,3109853,601634,0.19346059
Baise City,451000,2016,Guangxi Province,3411585,660734,0.19367362
Baise City,451000,2017,Guangxi Province,3797133,700788,0.18455714
Baise City,451000,2018,Guangxi Province,3937169,708417,0.17993055
Baise City,451000,2019,Guangxi Province,4787359,809768,0.16914712
Baise City,451000,2020,Guangxi Province,5047570,834437,0.1653146
Baise City,451000,2021,Guangxi Province,4305498,816624,0.18967005
Hezhou City,451100,2003,Guangxi Province,127634,31794,0.2491029
Hezhou City,451100,2004,Guangxi Province,140079,35640,0.25442786
Hezhou City,451100,2005,Guangxi Province,172345,40997,0.23787751
Hezhou City,451100,2006,Guangxi Province,218378,40997,0.18773411
Hezhou City,451100,2007,Guangxi Province,283145,74824,0.26426036
Hezhou City,451100,2008,Guangxi Province,354674,97511,0.27493135
Hezhou City,451100,2009,Guangxi Province,476627,114622,0.24048575
Hezhou City,451100,2010,Guangxi Province,612271,141190,0.2306005
Hezhou City,451100,2011,Guangxi Province,789506,162656,0.2060225
Hezhou City,451100,2012,Guangxi Province,976865,231202,0.23667753
Hezhou City,451100,2013,Guangxi Province,1072592,220551,0.20562432
Hezhou City,451100,2014,Guangxi Province,1183208,240008,0.20284515
Hezhou City,451100,2015,Guangxi Province,1547478,294266,0.19015844
Hezhou City,451100,2016,Guangxi Province,1611509,323116,0.20050524
Hezhou City,451100,2017,Guangxi Province,1799863,320918,0.17830135
Hezhou City,451100,2018,Guangxi Province,1927463,337360,0.175028
Hezhou City,451100,2019,Guangxi Province,2201233,388916,0.17668098
Hezhou City,451100,2020,Guangxi Province,2292190,392082,0.17105127
Hezhou City,451100,2021,Guangxi Province,2190903,398852,0.18204914
Hechi City,451200,2003,Guangxi Province,252965,62193,0.24585615
Hechi City,451200,2004,Guangxi Province,283957,70494,0.2482559
Hechi City,451200,2005,Guangxi Province,337224,81002,0.24020236
Hechi City,451200,2006,Guangxi Province,432392,105568,0.24414883
Hechi City,451200,2007,Guangxi Province,586437,138220,0.23569454
Hechi City,451200,2008,Guangxi Province,806783,199187,0.24689043
Hechi City,451200,2009,Guangxi Province,949401,218425,0.23006612
Hechi City,451200,2010,Guangxi Province,1209686,262194,0.2167455
Hechi City,451200,2011,Guangxi Province,1424478,306602,0.21523814
Hechi City,451200,2012,Guangxi Province,1752715,378415,0.21590219
Hechi City,451200,2013,Guangxi Province,1933371,416893,0.21563011
Hechi City,451200,2014,Guangxi Province,2261880,475890,0.21039578
Hechi City,451200,2015,Guangxi Province,2601691,538245,0.20688275
Hechi City,451200,2016,Guangxi Province,2897592,576263,0.19887652
Hechi City,451200,2017,Guangxi Province,3290491,610975,0.18567898
Hechi City,451200,2018,Guangxi Province,3522435,607146,0.17236542
Hechi City,451200,2019,Guangxi Province,3902876,652973,0.1673056
Hechi City,451200,2020,Guangxi Province,4519768,698946,0.15464201
Hechi City,451200,2021,Guangxi Province,3747332,711631,0.18990338
Laibin City,451300,2003,Guangxi Province,142499,33505,0.23512446
Laibin City,451300,2004,Guangxi Province,161145,37459,0.23245524
Laibin City,451300,2005,Guangxi Province,208923,45438,0.21748683
Laibin City,451300,2006,Guangxi Province,254850,61361,0.240773
Laibin City,451300,2007,Guangxi Province,338276,76023,0.22473661
Laibin City,451300,2008,Guangxi Province,465152,104373,0.22438472
Laibin City,451300,2009,Guangxi Province,611933,117405,0.19185924
Laibin City,451300,2010,Guangxi Province,899256,146908,0.16336616
Laibin City,451300,2011,Guangxi Province,1001655,212120,0.21176952
Laibin City,451300,2012,Guangxi Province,1198180,266218,0.22218531
Laibin City,451300,2013,Guangxi Province,1236425,271134,0.21928868
Laibin City,451300,2014,Guangxi Province,1292944,268369,0.20756429
Laibin City,451300,2015,Guangxi Province,1393202,287280,0.20620125
Laibin City,451300,2016,Guangxi Province,1596124,333314,0.20882713
Laibin City,451300,2017,Guangxi Province,1781765,311471,0.17481037
Laibin City,451300,2018,Guangxi Province,1837638,327919,0.17844592
Laibin City,451300,2019,Guangxi Province,1894006,316576,0.16714625
Laibin City,451300,2020,Guangxi Province,2218840,368833,0.16622785
Laibin City,451300,2021,Guangxi Province,2341504,413580,0.17663006
Chongzuo City,451400,2003,Guangxi Province,183849,32851,0.17868468
Chongzuo City,451400,2004,Guangxi Province,206145,35190,0.17070509
Chongzuo City,451400,2005,Guangxi Province,237807,41134,0.1729722
Chongzuo City,451400,2006,Guangxi Province,277716,55302,0.19913149
Chongzuo City,451400,2007,Guangxi Province,398344,70843,0.17784377
Chongzuo City,451400,2008,Guangxi Province,525620,94732,0.18022906
Chongzuo City,451400,2009,Guangxi Province,700556,110696,0.15801164
Chongzuo City,451400,2010,Guangxi Province,855335,137039,0.16021676
Chongzuo City,451400,2011,Guangxi Province,1031019,203313,0.19719617
Chongzuo City,451400,2012,Guangxi Province,1309872,276296,0.21093359
Chongzuo City,451400,2013,Guangxi Province,1409118,293668,0.20840554
Chongzuo City,451400,2014,Guangxi Province,1555622,319163,0.20516745
Chongzuo City,451400,2015,Guangxi Province,1851133,339890,0.18361187
Chongzuo City,451400,2016,Guangxi Province,2028699,345721,0.17041513
Chongzuo City,451400,2017,Guangxi Province,2215306,344970,0.15572115
Chongzuo City,451400,2018,Guangxi Province,2575384,338085,0.13127557
Chongzuo City,451400,2019,Guangxi Province,2892559,378549,0.13086993
Chongzuo City,451400,2020,Guangxi Province,2758295,375543,0.13615041
Chongzuo City,451400,2021,Guangxi Province,2601398,373676,0.1436443
Haikou,460100,2003,Hainan,230392,29486,0.12798187
Haikou,460100,2004,Hainan,248661,34852,0.14015869
Haikou,460100,2005,Hainan,302135,36513,0.12084995
Haikou,460100,2006,Hainan,322454,48623,0.1507905
Haikou,460100,2007,Hainan,432058,83154,0.19246027
Haikou,460100,2008,Hainan,467882,99391,0.21242749
Haikou,460100,2009,Hainan,666116,121578,0.18251776
Haikou,460100,2010,Hainan,789877,142041,0.17982673
Haikou,460100,2011,Hainan,994265,178500,0.1795296
Haikou,460100,2012,Hainan,1138450,212175,0.18637182
Haikou,460100,2013,Hainan,1319978,242335,0.18359018
Haikou,460100,2014,Hainan,1509200,234735,0.15553605
Haikou,460100,2015,Hainan,1709331,337138,0.19723389
Haikou,460100,2016,Hainan,2003000,313432,0.15648128
Haikou,460100,2017,Hainan,1983183,315243,0.1589581
Haikou,460100,2018,Hainan,2382473,366352,0.15376963
Haikou,460100,2019,Hainan,2658645,414403,0.15587
Haikou,460100,2020,Hainan,3070836,428570,0.13956134
Haikou,460100,2021,Hainan,2742580,458165,0.1670562
Sanya City,460200,2003,Hainan,54749,10548,0.19266105
Sanya City,460200,2004,Hainan,73629,11987,0.1628027
Sanya City,460200,2005,Hainan,96214,15525,0.16135905
Sanya City,460200,2006,Hainan,123275,19485,0.15806125
Sanya City,460200,2007,Hainan,187761,32665,0.17397117
Sanya City,460200,2008,Hainan,286744,43850,0.15292386
Sanya City,460200,2009,Hainan,404464,58754,0.14526386
Sanya City,460200,2010,Hainan,535048,83720,0.15647194
Sanya City,460200,2011,Hainan,715758,98842,0.13809416
Sanya City,460200,2012,Hainan,827333,121763,0.14717532
Sanya City,460200,2013,Hainan,884207,138680,0.1568411
Sanya City,460200,2014,Hainan,1048646,155557,0.14834081
Sanya City,460200,2015,Hainan,1183162,189276,0.15997471
Sanya City,460200,2016,Hainan,1257662,199021,0.15824681
Sanya City,460200,2017,Hainan,1300212,200353,0.15409256
Sanya City,460200,2018,Hainan,1788124,211224,0.11812604
Sanya City,460200,2019,Hainan,2153861,224140,0.10406428
Sanya City,460200,2020,Hainan,1996786,237056,0.11871878
Sanya City,460200,2021,Hainan,2023813,242306,0.11972746
Danzhou City,460400,2015,Hainan,570353,148042,0.25956206
Danzhou City,460400,2016,Hainan,624699,149236,0.23889265
Danzhou City,460400,2017,Hainan,753092,138928,0.1844768
Danzhou City,460400,2018,Hainan,952253,195274,0.20506525
Danzhou City,460400,2019,Hainan,1013017,183145,0.18079164
Danzhou City,460400,2020,Hainan,892631,162436,0.18197441
Danzhou City,460400,2021,Hainan,1292285,226739,0.17545588
Chongqing,500000,2003,Chongqing,3415775,429462,0.12572901
Chongqing,500000,2004,Chongqing,3957233,497847,0.12580685
Chongqing,500000,2005,Chongqing,4873500,606600,0.12446907
Chongqing,500000,2006,Chongqing,5942543,786380,0.13233055
Chongqing,500000,2007,Chongqing,7683886,1215466,0.15818376
Chongqing,500000,2008,Chongqing,10160112,1534951,0.15107619
Chongqing,500000,2009,Chongqing,13180913,1902818,0.14436162
Chongqing,500000,2010,Chongqing,17691065,2404608,0.13592217
Chongqing,500000,2011,Chongqing,25702404,3187008,0.12399649
Chongqing,500000,2012,Chongqing,30463599,4714875,0.15477078
Chongqing,500000,2013,Chongqing,30622648,4372783,0.14279572
Chongqing,500000,2014,Chongqing,33043884,4699807,0.14222925
Chongqing,500000,2015,Chongqing,37919973,5362416,0.14141402
Chongqing,500000,2016,Chongqing,40018090,5751833,0.14373082
Chongqing,500000,2017,Chongqing,43362800,6263003,0.14443262
Chongqing,500000,2018,Chongqing,45409487,6809942,0.14996738
Chongqing,500000,2019,Chongqing,48476795,7282575,0.15022806
Chongqing,500000,2020,Chongqing,48939461,7549666,0.15426541
Chongqing,500000,2021,Chongqing,48350551,7949530,0.16441447
Chengdu City,510100,2003,Sichuan Province,1361000,175200,0.12872888
Chengdu City,510100,2004,Sichuan Province,1564421,193480,0.12367515
Chengdu City,510100,2005,Sichuan Province,1952399,211555,0.10835644
Chengdu City,510100,2006,Sichuan Province,2522439,275138,0.10907618
Chengdu City,510100,2007,Sichuan Province,3560453,494837,0.13898147
Chengdu City,510100,2008,Sichuan Province,5064309,687000,0.13565523
Chengdu City,510100,2009,Sichuan Province,6009694,796866,0.13259677
Chengdu City,510100,2010,Sichuan Province,7773800,977300,0.12571715
Chengdu City,510100,2011,Sichuan Province,8578696,1178379,0.13736109
Chengdu City,510100,2012,Sichuan Province,9838477,1622941,0.16495856
Chengdu City,510100,2013,Sichuan Province,11617542,1790200,0.15409456
Chengdu City,510100,2014,Sichuan Province,13400037,1830552,0.13660798
Chengdu City,510100,2015,Sichuan Province,14684242,2283411,0.15550077
Chengdu City,510100,2016,Sichuan Province,15958949,2275985,0.14261497
Chengdu City,510100,2017,Sichuan Province,17566621,2505824,0.1426469
Chengdu City,510100,2018,Sichuan Province,18374238,2658194,0.14466962
Chengdu City,510100,2019,Sichuan Province,20069493,2883936,0.1436975
Chengdu City,510100,2020,Sichuan Province,21594765,3277272,0.15176234
Chengdu City,510100,2021,Sichuan Province,22376872,3574771,0.15975294
Zigong City,510300,2003,Sichuan Province,166440,27620,0.16594569
Zigong City,510300,2004,Sichuan Province,205026,31478,0.15353175
Zigong City,510300,2005,Sichuan Province,244388,33127,0.13555085
Zigong City,510300,2006,Sichuan Province,324964,45420,0.13976933
Zigong City,510300,2007,Sichuan Province,443917,72158,0.1625484
Zigong City,510300,2008,Sichuan Province,574692,86358,0.15026832
Zigong City,510300,2009,Sichuan Province,719935,100515,0.13961677
Zigong City,510300,2010,Sichuan Province,811614,127670,0.15730384
Zigong City,510300,2011,Sichuan Province,1060433,140712,0.13269297
Zigong City,510300,2012,Sichuan Province,1288014,222044,0.17239254
Zigong City,510300,2013,Sichuan Province,1399376,227849,0.16282186
Zigong City,510300,2014,Sichuan Province,1473005,232035,0.15752492
Zigong City,510300,2015,Sichuan Province,1733530,301428,0.17388104
Zigong City,510300,2016,Sichuan Province,1795524,299877,0.16701364
Zigong City,510300,2017,Sichuan Province,2229037,363630,0.16313323
Zigong City,510300,2018,Sichuan Province,2422700,382716,0.15797086
Zigong City,510300,2019,Sichuan Province,2325764,427373,0.18375596
Zigong City,510300,2020,Sichuan Province,2387153,425779,0.17836268
Zigong City,510300,2021,Sichuan Province,2403388,394264,0.16404509
Panzhihua City,510400,2003,Sichuan Province,194026,18740,0.09658499
Panzhihua City,510400,2004,Sichuan Province,247741,20969,0.08464081
Panzhihua City,510400,2005,Sichuan Province,311844,23760,0.07619194
Panzhihua City,510400,2006,Sichuan Province,402591,40048,0.09947565
Panzhihua City,510400,2007,Sichuan Province,469946,63068,0.13420265
Panzhihua City,510400,2008,Sichuan Province,595366,73172,0.12290255
Panzhihua City,510400,2009,Sichuan Province,751663,95795,0.12744408
Panzhihua City,510400,2010,Sichuan Province,750766,116530,0.15521481
Panzhihua City,510400,2011,Sichuan Province,916415,180826,0.1973189
Panzhihua City,510400,2012,Sichuan Province,1081729,229715,0.2123591
Panzhihua City,510400,2013,Sichuan Province,1150583,238105,0.20694292
Panzhihua City,510400,2014,Sichuan Province,1211774,224150,0.18497674
Panzhihua City,510400,2015,Sichuan Province,1126499,260016,0.23081778
Panzhihua City,510400,2016,Sichuan Province,1220322,242045,0.19834519
Panzhihua City,510400,2017,Sichuan Province,1370352,249453,0.18203571
Panzhihua City,510400,2018,Sichuan Province,1379392,253007,0.18341922
Panzhihua City,510400,2019,Sichuan Province,1373279,271686,0.19783744
Panzhihua City,510400,2020,Sichuan Province,1598093,273756,0.17130167
Panzhihua City,510400,2021,Sichuan Province,1716561,268966,0.15668887
Luzhou City,510500,2003,Sichuan Province,222586,42846,0.19249189
Luzhou City,510500,2004,Sichuan Province,264957,46723,0.17634182
Luzhou City,510500,2005,Sichuan Province,355880,53116,0.14925256
Luzhou City,510500,2006,Sichuan Province,428746,69462,0.16201201
Luzhou City,510500,2007,Sichuan Province,586806,118469,0.20188785
Luzhou City,510500,2008,Sichuan Province,735014,143658,0.19544934
Luzhou City,510500,2009,Sichuan Province,978931,190152,0.19424454
Luzhou City,510500,2010,Sichuan Province,1265380,239586,0.18933917
Luzhou City,510500,2011,Sichuan Province,1707430,334610,0.19597289
Luzhou City,510500,2012,Sichuan Province,2123111,480275,0.22621285
Luzhou City,510500,2013,Sichuan Province,2501142,539685,0.21577543
Luzhou City,510500,2014,Sichuan Province,2813002,547076,0.1944812
Luzhou City,510500,2015,Sichuan Province,3039880,607605,0.19987796
Luzhou City,510500,2016,Sichuan Province,3371677,668091,0.19814798
Luzhou City,510500,2017,Sichuan Province,3689580,693513,0.1879653
Luzhou City,510500,2018,Sichuan Province,4121544,723746,0.1756007
Luzhou City,510500,2019,Sichuan Province,4430935,791341,0.17859459
Luzhou City,510500,2020,Sichuan Province,4500559,816570,0.18143746
Luzhou City,510500,2021,Sichuan Province,4449876,829934,0.18650722
Deyang City,510600,2003,Sichuan Province,270261,41466,0.15342946
Deyang City,510600,2004,Sichuan Province,319030,45375,0.142228
Deyang City,510600,2005,Sichuan Province,367566,45766,0.12451097
Deyang City,510600,2006,Sichuan Province,472143,59489,0.12599784
Deyang City,510600,2007,Sichuan Province,580563,99535,0.17144565
Deyang City,510600,2008,Sichuan Province,2024472,113891,0.05625714
Deyang City,510600,2009,Sichuan Province,1940542,147974,0.07625395
Deyang City,510600,2010,Sichuan Province,2244206,163683,0.07293582
Deyang City,510600,2011,Sichuan Province,1532332,208903,0.13633012
Deyang City,510600,2012,Sichuan Province,1666553,281945,0.16917854
Deyang City,510600,2013,Sichuan Province,1896741,285061,0.15028989
Deyang City,510600,2014,Sichuan Province,1970901,291940,0.14812515
Deyang City,510600,2015,Sichuan Province,2194747,364014,0.16585693
Deyang City,510600,2016,Sichuan Province,2271346,344656,0.15174086
Deyang City,510600,2017,Sichuan Province,2401735,362272,0.15083762
Deyang City,510600,2018,Sichuan Province,2719508,378021,0.13900345
Deyang City,510600,2019,Sichuan Province,2881965,413964,0.1436395
Deyang City,510600,2020,Sichuan Province,3095311,428887,0.13856023
Deyang City,510600,2021,Sichuan Province,3264015,442052,0.13543198
Mianyang City,510700,2003,Sichuan Province,382415,52339,0.1368644
Mianyang City,510700,2004,Sichuan Province,445457,56455,0.12673502
Mianyang City,510700,2005,Sichuan Province,510354,58432,0.11449308
Mianyang City,510700,2006,Sichuan Province,633560,76133,0.12016699
Mianyang City,510700,2007,Sichuan Province,811716,137767,0.16972315
Mianyang City,510700,2008,Sichuan Province,3144256,162280,0.05161157
Mianyang City,510700,2009,Sichuan Province,2666275,214267,0.08036193
Mianyang City,510700,2010,Sichuan Province,3453220,235635,0.06823631
Mianyang City,510700,2011,Sichuan Province,2135756,312015,0.14609113
Mianyang City,510700,2012,Sichuan Province,2505571,440934,0.17598144
Mianyang City,510700,2013,Sichuan Province,2906401,437086,0.15038737
Mianyang City,510700,2014,Sichuan Province,2946402,453033,0.15375804
Mianyang City,510700,2015,Sichuan Province,3042238,535846,0.17613546
Mianyang City,510700,2016,Sichuan Province,3350412,556365,0.16605868
Mianyang City,510700,2017,Sichuan Province,3650643,610450,0.16721712
Mianyang City,510700,2018,Sichuan Province,4081461,618810,0.15161483
Mianyang City,510700,2019,Sichuan Province,4534296,660366,0.14563804
Mianyang City,510700,2020,Sichuan Province,4446984,741955,0.16684454
Mianyang City,510700,2021,Sichuan Province,4665237,733224,0.15716758
Guangyuan City,510800,2003,Sichuan Province,174134,35520,0.20398084
Guangyuan City,510800,2004,Sichuan Province,234708,41683,0.17759514
Guangyuan City,510800,2005,Sichuan Province,279116,47467,0.17006191
Guangyuan City,510800,2006,Sichuan Province,361408,65709,0.18181391
Guangyuan City,510800,2007,Sichuan Province,479489,101746,0.21219673
Guangyuan City,510800,2008,Sichuan Province,387977,146433,0.37742701
Guangyuan City,510800,2009,Sichuan Province,1847505,152920,0.08277109
Guangyuan City,510800,2010,Sichuan Province,2213188,179569,0.0811359
Guangyuan City,510800,2011,Sichuan Province,1374163,216642,0.15765379
Guangyuan City,510800,2012,Sichuan Province,1576394,332675,0.21103544
Guangyuan City,510800,2013,Sichuan Province,1772708,340733,0.19221045
Guangyuan City,510800,2014,Sichuan Province,1923836,337513,0.17543751
Guangyuan City,510800,2015,Sichuan Province,2096211,350965,0.16742828
Guangyuan City,510800,2016,Sichuan Province,2305016,373319,0.1619594
Guangyuan City,510800,2017,Sichuan Province,2507023,411449,0.16411856
Guangyuan City,510800,2018,Sichuan Province,2770144,396617,0.14317559
Guangyuan City,510800,2019,Sichuan Province,2590870,412429,0.15918552
Guangyuan City,510800,2020,Sichuan Province,2895387,442489,0.15282551
Guangyuan City,510800,2021,Sichuan Province,2732265,452222,0.16551176
Suining City,510900,2003,Sichuan Province,161581,34982,0.21649823
Suining City,510900,2004,Sichuan Province,197470,38491,0.19492075
Suining City,510900,2005,Sichuan Province,240176,41701,0.17362684
Suining City,510900,2006,Sichuan Province,319051,58460,0.18323089
Suining City,510900,2007,Sichuan Province,429741,85464,0.19887327
Suining City,510900,2008,Sichuan Province,717240,106009,0.14780129
Suining City,510900,2009,Sichuan Province,790947,134039,0.16946647
Suining City,510900,2010,Sichuan Province,888467,155829,0.17539087
Suining City,510900,2011,Sichuan Province,1100024,190502,0.17317986
Suining City,510900,2012,Sichuan Province,1333162,289671,0.21728117
Suining City,510900,2013,Sichuan Province,1441078,262896,0.1824301
Suining City,510900,2014,Sichuan Province,1560932,271036,0.17363729
Suining City,510900,2015,Sichuan Province,1828440,336096,0.18381571
Suining City,510900,2016,Sichuan Province,1999945,348738,0.1743738
Suining City,510900,2017,Sichuan Province,2305561,390078,0.16919006
Suining City,510900,2018,Sichuan Province,2522120,424769,0.16841744
Suining City,510900,2019,Sichuan Province,2680713,423335,0.15791881
Suining City,510900,2020,Sichuan Province,2688407,442128,0.16445724
Suining City,510900,2021,Sichuan Province,2803331,454696,0.16219847
Neijiang City,511000,2003,Sichuan Province,190173,40268,0.21174404
Neijiang City,511000,2004,Sichuan Province,243810,43486,0.1783602
Neijiang City,511000,2005,Sichuan Province,306880,45548,0.14842284
Neijiang City,511000,2006,Sichuan Province,373333,60991,0.1633689
Neijiang City,511000,2007,Sichuan Province,499009,103453,0.2073169
Neijiang City,511000,2008,Sichuan Province,611141,103896,0.17000332
Neijiang City,511000,2009,Sichuan Province,744038,135677,0.18235225
Neijiang City,511000,2010,Sichuan Province,924757,164752,0.17815707
Neijiang City,511000,2011,Sichuan Province,1220287,177843,0.14573867
Neijiang City,511000,2012,Sichuan Province,1420276,295020,0.20772019
Neijiang City,511000,2013,Sichuan Province,1193944,309446,0.25917966
Neijiang City,511000,2014,Sichuan Province,1674815,323837,0.19335688
Neijiang City,511000,2015,Sichuan Province,1924370,395454,0.2054979
Neijiang City,511000,2016,Sichuan Province,2002280,378257,0.18891314
Neijiang City,511000,2017,Sichuan Province,2175124,395664,0.18190411
Neijiang City,511000,2018,Sichuan Province,2433876,421747,0.17328204
Neijiang City,511000,2019,Sichuan Province,2720495,474825,0.17453625
Neijiang City,511000,2020,Sichuan Province,2765480,498847,0.18038351
Neijiang City,511000,2021,Sichuan Province,2545471,454198,0.17843378
Leshan,511100,2003,Sichuan Province,265989,45821,0.17226652
Leshan,511100,2004,Sichuan Province,322201,52439,0.16275244
Leshan,511100,2005,Sichuan Province,352526,56760,0.1610094
Leshan,511100,2006,Sichuan Province,444790,71469,0.16068032
Leshan,511100,2007,Sichuan Province,579250,91280,0.15758308
Leshan,511100,2008,Sichuan Province,836887,109832,0.13123875
Leshan,511100,2009,Sichuan Province,982787,137571,0.13998048
Leshan,511100,2010,Sichuan Province,1185123,165421,0.13958129
Leshan,511100,2011,Sichuan Province,1441156,201091,0.13953451
Leshan,511100,2012,Sichuan Province,1687162,303390,0.17982268
Leshan,511100,2013,Sichuan Province,1936946,336068,0.17350406
Leshan,511100,2014,Sichuan Province,2154123,321614,0.1493016
Leshan,511100,2015,Sichuan Province,2321550,384160,0.16547565
Leshan,511100,2016,Sichuan Province,2570351,384773,0.14969668
Leshan,511100,2017,Sichuan Province,2820171,421791,0.14956221
Leshan,511100,2018,Sichuan Province,3028632,434526,0.1434727
Leshan,511100,2019,Sichuan Province,3171142,440407,0.13887962
Leshan,511100,2020,Sichuan Province,3182003,455051,0.14300772
Leshan,511100,2021,Sichuan Province,3185028,472450,0.14833465
Nanchong City,511300,2003,Sichuan Province,324517,79517,0.24503185
Nanchong City,511300,2004,Sichuan Province,410069,92900,0.22654724
Nanchong City,511300,2005,Sichuan Province,504336,106026,0.2102289
Nanchong City,511300,2006,Sichuan Province,670057,132288,0.19742798
Nanchong City,511300,2007,Sichuan Province,871256,206874,0.23744342
Nanchong City,511300,2008,Sichuan Province,1350314,275451,0.20399033
Nanchong City,511300,2009,Sichuan Province,1611725,331916,0.20593836
Nanchong City,511300,2010,Sichuan Province,1856129,376505,0.2028442
Nanchong City,511300,2011,Sichuan Province,2344224,460035,0.19624191
Nanchong City,511300,2012,Sichuan Province,2787446,672683,0.24132593
Nanchong City,511300,2013,Sichuan Province,3097030,639391,0.20645296
Nanchong City,511300,2014,Sichuan Province,3446815,609369,0.17679191
Nanchong City,511300,2015,Sichuan Province,3696431,718249,0.19430878
Nanchong City,511300,2016,Sichuan Province,4271765,737133,0.17255935
Nanchong City,511300,2017,Sichuan Province,4603999,813787,0.17675655
Nanchong City,511300,2018,Sichuan Province,4952197,844105,0.17045061
Nanchong City,511300,2019,Sichuan Province,5551943,927582,0.1670734
Nanchong City,511300,2020,Sichuan Province,5739734,967169,0.16850415
Nanchong City,511300,2021,Sichuan Province,5153605,966992,0.18763409
Meishan City,511400,2003,Sichuan Province,162002,33308,0.2056024
Meishan City,511400,2004,Sichuan Province,220203,36585,0.16614215
Meishan City,511400,2005,Sichuan Province,249155,40555,0.16277016
Meishan City,511400,2006,Sichuan Province,325226,52328,0.16089735
Meishan City,511400,2007,Sichuan Province,450229,82755,0.18380646
Meishan City,511400,2008,Sichuan Province,782498,107727,0.13767064
Meishan City,511400,2009,Sichuan Province,831390,111799,0.13447239
Meishan City,511400,2010,Sichuan Province,965266,147298,0.15259835
Meishan City,511400,2011,Sichuan Province,1188459,165394,0.13916677
Meishan City,511400,2012,Sichuan Province,1432902,261640,0.18259448
Meishan City,511400,2013,Sichuan Province,1726618,305585,0.17698472
Meishan City,511400,2014,Sichuan Province,1819615,297430,0.16345765
Meishan City,511400,2015,Sichuan Province,2071373,344228,0.16618349
Meishan City,511400,2016,Sichuan Province,2160095,378455,0.17520294
Meishan City,511400,2017,Sichuan Province,2256815,408084,0.18082297
Meishan City,511400,2018,Sichuan Province,2352957,366476,0.15575125
Meishan City,511400,2019,Sichuan Province,2593227,419323,0.1616993
Meishan City,511400,2020,Sichuan Province,2755416,428589,0.15554421
Meishan City,511400,2021,Sichuan Province,2768778,444783,0.16064235
Yibin City,511500,2003,Sichuan Province,336784,58193,0.17279028
Yibin City,511500,2004,Sichuan Province,418562,62453,0.14920848
Yibin City,511500,2005,Sichuan Province,512704,66205,0.12912909
Yibin City,511500,2006,Sichuan Province,558838,89879,0.16083194
Yibin City,511500,2007,Sichuan Province,719644,144571,0.20089239
Yibin City,511500,2008,Sichuan Province,945075,175806,0.18602333
Yibin City,511500,2009,Sichuan Province,1231173,214050,0.17385859
Yibin City,511500,2010,Sichuan Province,1433154,253870,0.17714077
Yibin City,511500,2011,Sichuan Province,1793856,342328,0.1908336
Yibin City,511500,2012,Sichuan Province,2190349,479162,0.21876057
Yibin City,511500,2013,Sichuan Province,2554295,506796,0.19840935
Yibin City,511500,2014,Sichuan Province,2775160,567783,0.20459469
Yibin City,511500,2015,Sichuan Province,3078287,679031,0.22058729
Yibin City,511500,2016,Sichuan Province,3387430,660779,0.19506794
Yibin City,511500,2017,Sichuan Province,3705395,728467,0.19659631
Yibin City,511500,2018,Sichuan Province,4160183,805934,0.19372561
Yibin City,511500,2019,Sichuan Province,4636228,851881,0.18374441
Yibin City,511500,2020,Sichuan Province,5563088,930684,0.16729629
Yibin City,511500,2021,Sichuan Province,5638992,985875,0.17483178
Guang'an City,511600,2003,Sichuan Province,196904,38653,0.19630378
Guang'an City,511600,2004,Sichuan Province,246697,42160,0.1708979
Guang'an City,511600,2005,Sichuan Province,274984,44097,0.16036206
Guang'an City,511600,2006,Sichuan Province,358629,66409,0.18517465
Guang'an City,511600,2007,Sichuan Province,481239,111015,0.23068579
Guang'an City,511600,2008,Sichuan Province,590250,122904,0.20822363
Guang'an City,511600,2009,Sichuan Province,803294,151937,0.18914246
Guang'an City,511600,2010,Sichuan Province,975438,194687,0.19958931
Guang'an City,511600,2011,Sichuan Province,1258308,247385,0.19660131
